0,1,2,3,4,assoc
0.696924712,0.267302981,-0.030359647,0.958745943,-0.165940661,0
0.450386613,0.44151988,0.191555737,1.093943896,0.018858935,0
0.641692267,0.385853569,0.061570503,1.172293122,-0.463757998,0
0.669032206,0.558128287,-0.278928313,0.932866858,-0.470618122,0
0.700337754,0.24776958,-0.243935525,1.130607119,0.047348714,0
0.821535672,0.284423932,0.425168859,0.85804334,-0.195818069,0
0.751562802,0.04830853,-0.205373002,0.982687296,-0.391978162,0
0.887367711,0.252748803,0.094077399,0.698709684,-0.292850297,0
1.073031262,0.096264359,0.161426384,0.749222681,-0.336547765,0
0.737416147,0.492899656,-0.387768174,0.854308687,-0.205098985,0
0.541770794,0.276673662,-0.104860407,0.967821101,-0.063433922,0
0.673927518,0.333254706,0.15585338,1.427458707,0.465364986,0
0.70394729,-0.183635462,-0.024668479,0.88492392,0.218708949,1
0.96116049,0.477022622,0.346347228,0.677231613,-0.396863336,0
0.910470247,0.748127775,0.139405429,1.2692555,-0.574050135,0
0.750987551,0.400134353,0.376239866,0.666979002,0.059175267,0
0.303728569,0.018529156,0.395889363,0.97352376,0.417097426,0
0.602632762,0.079409415,0.330298625,0.85598168,0.548874859,0
1.215740171,0.477635748,0.111882677,0.51437452,-0.549508439,0
0.921701288,0.511672413,-0.451395669,0.936522196,-0.540388882,0
1.157551771,0.333321531,0.726936432,0.773368517,-0.232245569,0
0.738462737,0.176357472,0.286419311,0.906976289,0.352267875,0
0.678668774,-0.317827209,-0.324637312,0.985656061,-0.247578618,1
1.299651177,0.158690656,0.399648624,0.777668323,-0.116579749,0
0.694937303,0.794728021,0.305705046,0.872487009,-0.391603716,0
0.804155497,0.636408511,0.6150139,0.585210744,0.358293223,0
0.995005824,0.359023355,0.144356586,1.317995417,-0.244961079,0
0.761839161,0.414756763,0.426124809,1.523941985,-0.078509259,0
0.850621681,0.022439116,-0.191073344,1.403940862,-0.472034904,0
0.637151415,0.300162917,-0.566242768,1.430244278,0.122283856,0
0.708737059,0.424824752,0.474088848,1.036435527,0.333455307,0
0.955245209,0.620347304,0.404191743,0.910359747,-0.790114186,0
0.483241284,0.794605689,0.2903875,1.425031244,-0.427772126,0
0.673066693,-0.023442088,-0.386357715,1.373740898,0.237575776,0
0.776334242,0.614834652,-0.117071384,0.56477446,0.014616671,0
0.58556975,0.500760528,0.198137331,0.842959996,-0.645942485,0
0.827535024,0.738977671,0.341009917,1.323603982,-0.054218165,0
0.507809726,0.431081151,0.428450408,1.358800383,0.238353996,0
0.796041353,0.797568274,-0.703425479,0.772840204,-0.132960831,0
0.857346749,-0.331355135,-0.162681305,0.991159424,-0.620094603,0
0.8262119471333332,0.4261161679888888,0.1686103856,1.1142352484,0.2783103637,0
0.9003987386333332,0.4798679818888889,0.2485112057,1.0862331095,0.2284848838,0
0.8203221557333332,0.4179740032888889,0.1321313537,1.1919788621,0.1247640766,0
0.8210494376333333,0.5129805865888889,0.1997604299,1.1083225688,0.0273643585,0
0.8646736283333333,0.5263120330888889,0.1783117571,1.1478261146,0.1469118499,0
0.8252449574333333,0.4781366632888889,0.2883022259,1.0716925166,0.2590718956,0
0.8582245853333332,0.3764335414888889,0.2871034682,1.1283235592,0.3202418713,0
0.9098630069333332,0.505381328588889,0.133909499,1.1777453204,0.2374224058,0
0.8540652638333333,0.517780884788889,0.167625515,1.070581739,0.0935070967,0
1.120264041,-0.939912622,0.199241423,1.098132725,0.198664837,2
